Cueanexo_EE,Sector_niveles
460014700,primario
460014900,primario
460015000,primario
460015100,primario
460015200,primario
460015300,primario
460015500,jardin
460015600,secundario
460015700,primario
460015800,jardin
460015900,secundario
460016000,jardin
460016000,primario
460016100,jardin
460016100,primario
460016300,jardin
460016300,primario
460016300,secundario
460016400,jardin
460016400,primario
460016500,jardin
460016500,primario
460016600,primario
460016800,jardin
460016800,primario
460016900,jardin
460016900,primario
460017100,jardin
460017100,primario
460017200,jardin
460017200,primario
460017300,jardin
460017300,primario
460017400,primario
460017500,primario
460017700,secundario
460017701,secundario
460017702,secundario
460017800,primario
460017900,secundario
460018300,jardin
460018500,primario
460018600,secundario
460018700,secundario
460018900,primario
460019000,primario
460019300,primario
460019300,secundario
460019400,primario
460019500,jardin
460019600,jardin
460019600,primario
460019600,secundario
460019700,secundario
460019800,secundario
460019900,secundario
460019901,secundario
460020000,jardin
460020000,primario
460020200,jardin
460020200,primario
460020300,jardin
460020400,primario
460020600,primario
460020700,primario
460020800,secundario
460020900,primario
460021000,primario
460021200,primario
460021400,jardin
460021500,primario
460021800,jardin
460021800,primario
460021800,secundario
460021900,jardin
460021900,primario
460021900,secundario
460022000,primario
460022100,secundario
460022200,jardin
460022300,secundario
460022400,primario
460022500,primario
460022600,secundario
460022700,primario
460022800,jardin
460022800,primario
460022900,jardin
460022900,primario
460023100,secundario
460023200,primario
460023300,secundario
460023500,jardin
460023500,primario
460023700,secundario
460023800,primario
460023900,primario
460024000,secundario
460024100,jardin
460024100,primario
460024200,jardin
460024200,primario
460024300,primario
460024400,jardin
460024400,primario
460024500,jardin
460024500,primario
460024600,jardin
460024600,primario
460024700,jardin
460024700,primario
460024800,primario
460024900,primario
460025000,primario
460025100,secundario
460025300,jardin
460025300,primario
460025400,jardin
460025400,primario
460025400,secundario
460025500,primario
460025800,primario
460025900,primario
460026000,primario
460026000,secundario
460026100,primario
460026200,primario
460026300,jardin
460026300,primario
460026400,primario
460026500,primario
460026500,secundario
460026600,primario
460026700,primario
460026800,jardin
460026800,primario
460027000,primario
460027200,primario
460027200,secundario
460027300,secundario
460027301,secundario
460027302,secundario
460027303,secundario
460027304,secundario
460027400,jardin
460027400,primario
460027600,jardin
460027600,primario
460027700,jardin
460027700,primario
460027800,jardin
460027800,primario
460027900,jardin
460027900,primario
460028000,jardin
460028000,primario
460028100,jardin
460028100,primario
460028100,secundario
460028200,primario
460028300,primario
460028300,secundario
460028400,primario
460028500,primario
460028500,secundario
460028600,jardin
460028700,jardin
460028700,primario
460028800,secundario
460029000,primario
460029100,jardin
460029100,primario
460029200,jardin
460029200,primario
460029300,jardin
460029300,primario
460029400,primario
460029500,jardin
460029500,primario
460029600,primario
460029700,secundario
460029800,secundario
460029900,secundario
460030000,jardin
460030100,secundario
460030200,primario
460030300,primario
460030400,primario
460030400,secundario
460030500,primario
460030600,jardin
460030800,jardin
460030800,primario
460030900,jardin
460030900,primario
460031000,jardin
460031000,primario
460031100,secundario
460031200,secundario
460031300,secundario
460031400,jardin
460031400,primario
460031500,jardin
460031500,primario
460031800,jardin
460031800,primario
460031900,secundario
460031902,secundario
460032000,secundario
460032200,jardin
460032200,primario
460032300,jardin
460032300,primario
460032400,jardin
460032400,primario
460032700,jardin
460032700,primario
460032800,secundario
460032802,secundario
460032803,secundario
460032804,secundario
460032805,secundario
460032900,primario
460033100,primario
460033300,jardin
460033300,primario
460033400,jardin
460033400,primario
460033700,jardin
460033700,primario
460033800,primario
460033800,secundario
460033900,primario
460033900,secundario
460034000,primario
460034000,secundario
460034100,primario
460034100,secundario
460034300,jardin
460034300,primario
460034400,primario
460034500,primario
460034700,primario
460034800,primario
460034900,primario
460035000,primario
460035100,primario
460035200,primario
460035300,primario
460035400,jardin
460035400,primario
460035600,primario
460035700,jardin
460035700,primario
460035800,jardin
460035800,primario
460035800,secundario
460035900,jardin
460035900,primario
460035900,secundario
460036000,jardin
460036000,primario
460036100,primario
460036200,jardin
460036200,primario
460036200,secundario
460036400,primario
460036400,secundario
460036500,primario
460036600,primario
460036700,primario
460036800,primario
460036800,secundario
460036900,primario
460037000,primario
460037000,secundario
460037200,jardin
460037200,primario
460037200,secundario
460037300,jardin
460037301,jardin
460037302,jardin
460037303,jardin
460037304,jardin
460037305,jardin
460037306,jardin
460037307,jardin
460037308,jardin
460037309,jardin
460037400,primario
460037500,primario
460037500,secundario
460037600,primario
460037700,primario
460037700,secundario
460037900,primario
460038200,primario
460038300,jardin
460038300,primario
460038400,primario
460038400,secundario
460038500,primario
460038500,secundario
460038600,jardin
460038600,primario
460038700,secundario
460038701,secundario
460038702,secundario
460038800,primario
460038900,jardin
460038900,primario
460039000,primario
460039000,secundario
460039100,primario
460039100,secundario
460039200,primario
460039400,jardin
460039400,primario
460039400,secundario
460039500,jardin
460039500,primario
460039500,secundario
460039600,primario
460039700,primario
460039800,jardin
460039800,primario
460039900,jardin
460039900,primario
460040000,jardin
460040000,primario
460040000,secundario
460040100,jardin
460040100,primario
460040100,secundario
460040200,primario
460040300,jardin
460040300,primario
460040300,secundario
460040700,jardin
460040700,primario
460040800,jardin
460040800,primario
460040800,secundario
460040900,jardin
460040901,jardin
460041000,primario
460041100,primario
460041300,jardin
460041301,jardin
460041302,jardin
460041303,jardin
460041304,jardin
460041305,jardin
460041700,secundario
460041800,primario
460041900,primario
460042000,primario
460042000,secundario
460042100,primario
460042200,primario
460042300,jardin
460042300,primario
460042500,primario
460042600,primario
460042700,primario
460043000,secundario
460043002,secundario
460043100,primario
460043200,primario
460043300,primario
460043400,primario
460043500,primario
460043600,primario
460043700,secundario
460043900,primario
460044000,primario
460044100,primario
460044200,primario
460044300,primario
460044400,jardin
460044400,primario
460044500,jardin
460044501,jardin
460044502,jardin
460044600,primario
460044700,jardin
460044700,primario
460044800,primario
460044900,primario
460045000,primario
460045100,primario
460045200,jardin
460045200,primario
460045200,secundario
460045300,jardin
460045300,primario
460045400,jardin
460045400,primario
460045400,secundario
460045500,primario
460045500,secundario
460045600,jardin
460045600,primario
460045700,primario
460045700,secundario
460045800,primario
460045800,secundario
460045900,primario
460045900,secundario
460046000,primario
460046000,secundario
460046100,primario
460046100,secundario
460046300,primario
460046600,primario
460046600,secundario
460046800,secundario
460046900,secundario
460047000,secundario
460047001,secundario
460047100,primario
460047400,primario
460047500,jardin
460047500,primario
460047500,secundario
460047600,jardin
460047600,primario
460047600,secundario
460047700,primario
460047800,secundario
460047900,secundario
460047901,secundario
460048000,secundario
460048300,secundario
460048400,secundario
460048500,primario
460048600,primario
460048700,primario
460048900,primario
460048900,secundario
460049000,primario
460049200,secundario
460049201,secundario
460049202,secundario
460049203,secundario
460049204,secundario
460049206,secundario
460049207,secundario
460049300,primario
460049400,secundario
460049600,jardin
460049600,primario
460049700,jardin
460049700,primario
460049700,secundario
460049800,primario
460049900,primario
460050000,jardin
460050000,primario
460050000,secundario
460050100,primario
460050300,jardin
460050300,primario
460050300,secundario
460050400,jardin
460050400,primario
460050400,secundario
460050500,primario
460050600,jardin
460050600,primario
460050700,jardin
460050700,primario
460050800,primario
460050900,primario
460051000,jardin
460051000,primario
460051000,secundario
460051100,primario
460051100,secundario
460051200,primario
460051200,secundario
460051300,primario
460051400,primario
460051400,secundario
460051500,secundario
460051501,secundario
460051600,secundario
460051800,primario
460051900,secundario
460052000,jardin
460052000,primario
460052100,secundario
460052102,secundario
460052200,jardin
460052300,primario
460052400,primario
460052500,jardin
460052501,jardin
460052502,jardin
460052700,secundario
460052701,secundario
460052800,secundario
460052801,secundario
460053000,jardin
460053000,primario
460053000,secundario
460053200,jardin
460053200,primario
460053300,primario
460053400,primario
460053500,jardin
460053500,primario
460053600,primario
460053700,jardin
460053700,primario
460053700,secundario
460053800,primario
460053800,secundario
460053900,jardin
460053901,jardin
460054000,secundario
460054001,secundario
460057000,primario
460057000,secundario
460057200,jardin
460057201,jardin
460057300,jardin
460057301,jardin
460057302,jardin
460057303,jardin
460057304,jardin
460057400,secundario
460057500,jardin
460057700,jardin
460057701,jardin
460057800,jardin
460057800,primario
460058000,jardin
460058000,primario
460058100,primario
460058300,primario
460058400,jardin
460063800,jardin
460069600,jardin
460069600,primario
460069700,jardin
460069900,jardin
460069900,primario
460070000,jardin
460070000,primario
460072100,jardin
460072100,primario
460072100,secundario
460074200,jardin
460074200,primario
460074400,jardin
460074400,primario
460074500,jardin
460074600,primario
460074700,jardin
460074800,primario
460075000,primario
460075100,jardin
460075900,jardin
460075901,jardin
460075902,jardin
460075903,jardin
460075904,jardin
460076000,jardin
460076001,jardin
460076002,jardin
460076003,jardin
460076004,jardin
460076100,jardin
460076100,primario
460076100,secundario
460076400,primario
460077600,jardin
460077800,jardin
460077800,primario
460077800,secundario
460078700,jardin
460078800,jardin
460078900,jardin
460079100,jardin
460079100,primario
460079100,secundario
460079300,jardin
460079900,primario
460079900,secundario
460079901,secundario
460080000,primario
460080300,secundario
460080700,secundario
460080800,secundario
460080900,secundario
460081000,secundario
460081100,secundario
460081200,jardin
460081300,jardin
460081400,primario
460081500,jardin
460081600,jardin
460081800,secundario
460081900,secundario
460081901,secundario
460082000,secundario
460082001,secundario
460082200,primario
460082300,primario
460082400,jardin
460082400,primario
460082400,secundario
460082500,jardin
460082600,secundario
460082602,secundario
460082603,secundario
460082605,secundario
460082606,secundario
460082607,secundario
460082700,jardin
460082800,jardin
460082800,primario
460083000,jardin
460083100,secundario
460083200,primario
460083300,jardin
460083500,jardin
460083800,secundario
460083900,secundario
460084000,secundario
460084200,jardin
460084300,primario
460084500,primario
460084800,primario
460084900,jardin
460085000,jardin
460085100,primario
460085300,jardin
460085400,jardin
460085500,jardin
460085600,jardin
460085700,jardin
460085800,jardin
460085900,primario
460086100,jardin
460086200,jardin
460086300,jardin
460086301,jardin
460086500,secundario
460086600,secundario
460086700,jardin
460086800,jardin
460087000,jardin
460087100,jardin
460087300,jardin
460087700,jardin
460087900,jardin
460088000,primario
460088100,jardin
460088200,secundario
460088300,jardin
460088400,jardin
460088500,secundario
460088700,jardin
460088800,jardin
460088900,secundario
460089000,primario
460089100,jardin
460089200,jardin
460089400,secundario
460089500,secundario
460089600,primario
460089700,jardin
460089800,jardin
460089900,jardin
460090000,secundario
460090100,primario
460090200,jardin
460090300,jardin
460090400,secundario
460090500,jardin
460090501,jardin
460090502,jardin
460090503,jardin
460090504,jardin
460090505,jardin
460090506,jardin
460090507,jardin
460090700,jardin
460090701,jardin
460090702,jardin
460090703,jardin
460090704,jardin
460090705,jardin
460090707,jardin
460090708,jardin
460090800,primario
460091100,secundario
460091400,jardin
460091500,jardin
460091600,jardin
460091700,jardin
460091900,jardin
460092000,primario
460092100,jardin
460092200,primario
460092300,primario
460092400,primario
469000100,secundario
500000100,jardin
500000100,primario
500000600,jardin
500000600,primario
500000800,primario
500001000,jardin
500001000,primario
500001100,secundario
500001200,jardin
500001200,primario
500001300,secundario
500001400,jardin
500001400,primario
500001500,primario
500001600,primario
500001700,jardin
500001700,primario
500001800,secundario
500002100,secundario
500002200,jardin
500002200,primario
500002300,secundario
500002500,jardin
500002600,jardin
500002600,primario
500002800,jardin
500002800,primario
500003000,secundario
500003100,primario
500003200,secundario
500003300,jardin
500003300,primario
500003400,secundario
500003500,jardin
500003600,jardin
500003600,primario
500003800,jardin
500003800,primario
500003900,jardin
500003900,primario
500004100,secundario
500004200,primario
500004300,jardin
500004300,primario
500004600,primario
500004900,jardin
500005100,primario
500005200,jardin
500005200,primario
500005300,jardin
500005300,primario
500005400,primario
500005600,secundario
500005900,secundario
500006400,primario
500006900,jardin
500006900,primario
500007300,jardin
500007300,primario
500007400,secundario
500007500,primario
500007600,secundario
500007800,jardin
500007800,primario
500007900,primario
500008000,secundario
500008100,jardin
500008100,primario
500008200,primario
500008300,primario
500008400,primario
500008500,secundario
500008600,primario
500008700,jardin
500008700,primario
500008800,jardin
500008800,primario
500008900,jardin
500008900,primario
500009000,primario
500009200,jardin
500009200,primario
500009300,jardin
500009300,primario
500009400,primario
500009500,secundario
500009600,secundario
500009700,jardin
500009800,jardin
500009800,primario
500009900,jardin
500009900,primario
500010000,jardin
500010000,primario
500010100,jardin
500010100,primario
500010200,jardin
500010200,primario
500010300,secundario
500010400,secundario
500010500,primario
500010600,secundario
500010700,primario
500010800,secundario
500011000,jardin
500011000,primario
500011100,jardin
500011100,primario
500011300,jardin
500011300,primario
500011400,jardin
500011400,primario
500011600,jardin
500011600,primario
500011800,jardin
500011800,primario
500011900,jardin
500011900,primario
500012100,jardin
500012100,primario
500012200,jardin
500012200,primario
500012300,jardin
500012300,primario
500012400,jardin
500012400,primario
500012600,jardin
500012600,primario
500012700,jardin
500012700,primario
500012800,jardin
500012800,primario
500012900,jardin
500012900,primario
500013000,jardin
500013000,primario
500013100,jardin
500013100,primario
500013300,jardin
500013300,primario
500013400,jardin
500013400,primario
500013600,jardin
500013600,primario
500013700,jardin
500013700,primario
500013800,jardin
500013800,primario
500013900,jardin
500013900,primario
500014000,primario
500014100,primario
500014200,jardin
500014200,primario
500014300,primario
500014400,jardin
500014400,primario
500014500,jardin
500014500,primario
500014700,secundario
500014800,jardin
500014800,primario
500015000,primario
500015100,jardin
500015100,primario
500015300,jardin
500015300,primario
500015400,primario
500015500,jardin
500015500,primario
500015600,primario
500015700,primario
500015900,primario
500016000,jardin
500016000,primario
500016100,primario
500016200,jardin
500016200,primario
500016300,primario
500016400,jardin
500016400,primario
500016500,jardin
500016500,primario
500016700,primario
500016800,primario
500016900,primario
500017000,secundario
500017200,jardin
500017200,primario
500017400,jardin
500017400,primario
500017500,secundario
500017600,primario
500017700,secundario
500017800,primario
500018100,jardin
500018100,primario
500018200,primario
500018400,secundario
500018500,jardin
500018500,primario
500018600,jardin
500018600,primario
500018800,jardin
500018800,primario
500018900,secundario
500019100,secundario
500019200,jardin
500019200,primario
500019300,secundario
500019400,secundario
500019500,primario
500019700,primario
500019800,primario
500019900,primario
500020000,jardin
500020000,primario
500020200,primario
500020300,jardin
500020300,primario
500020400,jardin
500020400,primario
500020500,jardin
500020500,primario
500020600,jardin
500020600,primario
500020700,jardin
500020700,primario
500020800,jardin
500020800,primario
500021000,jardin
500021000,primario
500021100,primario
500021200,jardin
500021200,primario
500021300,jardin
500021300,primario
500021600,secundario
500021800,jardin
500021800,primario
500021900,primario
500022000,primario
500022100,jardin
500022200,jardin
500022200,primario
500022400,jardin
500022400,primario
500022500,jardin
500022500,primario
500022600,primario
500022900,primario
500023000,primario
500023100,primario
500023200,jardin
500023200,primario
500023400,primario
500023500,jardin
500023600,jardin
500023600,primario
500023800,secundario
500023900,primario
500024000,secundario
500024100,primario
500024400,jardin
500024400,primario
500024500,jardin
500024500,primario
500024600,secundario
500024700,secundario
500024800,jardin
500024800,primario
500024900,primario
500025000,jardin
500025000,primario
500025100,jardin
500025100,primario
500025200,jardin
500025200,primario
500025300,jardin
500025300,primario
500025400,jardin
500025400,primario
500025500,jardin
500025500,primario
500025600,jardin
500025600,primario
500025700,secundario
500025800,jardin
500025800,primario
500025900,primario
500026100,jardin
500026100,primario
500026200,jardin
500026200,primario
500026300,jardin
500026300,primario
500026400,jardin
500026400,primario
500026600,secundario
500026700,jardin
500026700,primario
500026800,jardin
500026800,primario
500026900,secundario
500027000,secundario
500027100,jardin
500027100,primario
500027200,primario
500027300,primario
500027500,jardin
500027500,primario
500027600,jardin
500027600,primario
500027700,secundario
500027800,jardin
500027800,primario
500027900,jardin
500027900,primario
500028000,jardin
500028000,primario
500028100,jardin
500028100,primario
500028200,jardin
500028200,primario
500028400,jardin
500028400,primario
500028500,jardin
500028500,primario
500028600,jardin
500028600,primario
500028700,primario
500028800,jardin
500028800,primario
500028900,jardin
500028900,primario
500029000,jardin
500029000,primario
500029100,jardin
500029100,primario
500029200,primario
500029500,secundario
500029700,jardin
500029700,primario
500029800,jardin
500029800,primario
500029900,jardin
500029900,primario
500030000,jardin
500030000,primario
500030100,secundario
500030200,primario
500030300,jardin
500030300,primario
500030400,jardin
500030400,primario
500030500,jardin
500030500,primario
500030600,primario
500030700,jardin
500030700,primario
500030800,jardin
500030800,primario
500030900,primario
500031000,primario
500031100,primario
500031200,jardin
500031200,primario
500031300,jardin
500031300,primario
500031400,jardin
500031400,primario
500031500,jardin
500031500,primario
500031600,jardin
500031600,primario
500031800,jardin
500031800,primario
500031900,jardin
500031900,primario
500032000,jardin
500032000,primario
500032100,jardin
500032100,primario
500032200,primario
500032300,jardin
500032300,primario
500032500,jardin
500032500,primario
500032700,jardin
500032700,primario
500032800,primario
500032900,jardin
500032900,primario
500033000,primario
500033300,jardin
500033300,primario
500033400,jardin
500033400,primario
500033500,jardin
500033500,primario
500033600,jardin
500033600,primario
500033700,jardin
500033700,primario
500033800,jardin
500033800,primario
500033900,jardin
500033900,primario
500034000,jardin
500034000,primario
500034100,jardin
500034100,primario
500034200,secundario
500034300,primario
500034400,jardin
500034400,primario
500034500,jardin
500034500,primario
500034800,primario
500034900,jardin
500034900,primario
500035000,primario
500035100,jardin
500035100,primario
500035200,jardin
500035200,primario
500035400,jardin
500035400,primario
500035600,jardin
500035600,primario
500036000,primario
500036100,primario
500036300,primario
500036600,jardin
500036600,primario
500036700,jardin
500036700,primario
500036800,jardin
500036800,primario
500036900,jardin
500036900,primario
500037100,primario
500037200,jardin
500037300,primario
500037600,jardin
500037600,primario
500037700,primario
500037800,jardin
500037800,primario
500037900,jardin
500037900,primario
500038000,jardin
500038000,primario
500038100,jardin
500038100,primario
500038200,jardin
500038200,primario
500038300,jardin
500038300,primario
500038400,jardin
500038400,primario
500038500,jardin
500038500,primario
500038700,jardin
500038700,primario
500038800,primario
500038900,jardin
500038900,primario
500039200,jardin
500039200,primario
500039300,jardin
500039300,primario
500039400,jardin
500039400,primario
500039500,jardin
500039500,primario
500039600,jardin
500039600,primario
500039700,jardin
500039700,primario
500039800,jardin
500039800,primario
500039900,jardin
500039900,primario
500040000,jardin
500040000,primario
500040100,jardin
500040100,primario
500040200,jardin
500040200,primario
500040300,jardin
500040300,primario
500040400,primario
500040500,jardin
500040500,primario
500040600,primario
500040700,jardin
500040700,primario
500040800,jardin
500040800,primario
500040900,jardin
500040900,primario
500041000,jardin
500041000,primario
500041100,jardin
500041100,primario
500041200,jardin
500041200,primario
500041300,jardin
500041300,primario
500041400,jardin
500041400,primario
500041500,jardin
500041500,primario
500041600,jardin
500041600,primario
500041700,jardin
500041700,primario
500041800,jardin
500041800,primario
500041900,jardin
500041900,primario
500042000,jardin
500042000,primario
500042100,jardin
500042100,primario
500042200,jardin
500042200,primario
500042300,jardin
500042300,primario
500042400,secundario
500042500,jardin
500042500,primario
500042600,jardin
500042600,primario
500042700,jardin
500042700,primario
500042800,secundario
500042801,secundario
500042900,jardin
500042900,primario
500043000,primario
500043200,jardin
500043400,primario
500043500,jardin
500043500,primario
500043600,jardin
500043600,primario
500043700,secundario
500043800,jardin
500043800,primario
500043900,primario
500044200,jardin
500044200,primario
500044300,jardin
500044300,primario
500044400,jardin
500044400,primario
500044500,primario
500044700,jardin
500044700,primario
500044800,secundario
500044802,secundario
500045000,primario
500045100,jardin
500045100,primario
500045300,jardin
500045300,primario
500045400,jardin
500045400,primario
500045500,jardin
500045500,primario
500045600,jardin
500045600,primario
500045700,jardin
500045700,primario
500045800,jardin
500045800,primario
500045900,jardin
500045900,primario
500046000,jardin
500046000,primario
500046100,jardin
500046100,primario
500046300,jardin
500046300,primario
500046400,jardin
500046400,primario
500046700,jardin
500046700,primario
500046800,jardin
500046800,primario
500047100,jardin
500047100,primario
500047300,primario
500047600,jardin
500047600,primario
500047700,secundario
500047900,primario
500048000,jardin
500048000,primario
500048100,jardin
500048100,primario
500048200,jardin
500048200,primario
500048300,jardin
500048300,primario
500048400,jardin
500048400,primario
500048500,jardin
500048500,primario
500048600,secundario
500048800,jardin
500048800,primario
500048900,jardin
500048900,primario
500049000,jardin
500049000,primario
500049200,jardin
500049200,primario
500049300,jardin
500049300,primario
500049400,jardin
500049400,primario
500049500,jardin
500049500,primario
500049600,jardin
500049600,primario
500049700,jardin
500049700,primario
500049800,jardin
500049800,primario
500049900,jardin
500049900,primario
500050300,jardin
500050300,primario
500050400,jardin
500050400,primario
500050500,jardin
500050500,primario
500050700,jardin
500050700,primario
500050800,jardin
500050800,primario
500050900,jardin
500050900,primario
500051100,secundario
500051200,secundario
500051300,jardin
500051300,primario
500051400,primario
500051500,primario
500051600,jardin
500051800,secundario
500051900,jardin
500051900,primario
500052000,primario
500052100,jardin
500052100,primario
500052200,primario
500052300,jardin
500052300,primario
500052400,secundario
500052500,jardin
500052500,primario
500052600,primario
500052700,jardin
500052700,primario
500052800,secundario
500052900,secundario
500053000,primario
500053300,jardin
500053300,primario
500053400,jardin
500053400,primario
500053700,jardin
500053700,primario
500053800,secundario
500053900,jardin
500053900,primario
500054000,jardin
500054000,primario
500054100,primario
500054200,jardin
500054200,primario
500054300,jardin
500054300,primario
500054400,jardin
500054400,primario
500054500,primario
500054600,jardin
500054600,primario
500054800,secundario
500055000,primario
500055100,primario
500055200,jardin
500055200,primario
500055300,jardin
500055300,primario
500055400,jardin
500055400,primario
500055500,jardin
500055500,primario
500055600,jardin
500055600,primario
500055700,jardin
500055700,primario
500055800,jardin
500055800,primario
500055900,jardin
500055900,primario
500056000,secundario
500056100,primario
500056200,primario
500056400,jardin
500056400,primario
500056500,secundario
500056600,jardin
500056600,primario
500056700,jardin
500056700,primario
500056900,jardin
500056900,primario
500057000,secundario
500057100,jardin
500057100,primario
500057200,primario
500057300,secundario
500057400,primario
500057500,primario
500057600,jardin
500057600,primario
500057800,jardin
500057800,primario
500057900,jardin
500057900,primario
500058000,jardin
500058000,primario
500058100,secundario
500058300,jardin
500058300,primario
500058400,jardin
500058400,primario
500058600,jardin
500058600,primario
500058800,jardin
500058800,primario
500058900,jardin
500058900,primario
500059000,jardin
500059000,primario
500059100,jardin
500059100,primario
500059200,jardin
500059200,primario
500059300,jardin
500059300,primario
500059400,secundario
500059600,secundario
500059700,primario
500059900,jardin
500059900,primario
500060100,jardin
500060100,primario
500060200,primario
500060300,jardin
500060300,primario
500060400,jardin
500060400,primario
500060600,primario
500061200,secundario
500061300,primario
500061600,jardin
500061700,jardin
500061700,primario
500061800,secundario
500061900,jardin
500061900,primario
500062000,jardin
500062000,primario
500062100,primario
500062200,jardin
500062200,primario
500062400,jardin
500062400,primario
500062600,secundario
500063100,jardin
500063100,primario
500063200,primario
500063400,jardin
500063400,primario
500063500,secundario
500063700,jardin
500063700,primario
500063900,jardin
500063900,primario
500064000,primario
500064100,primario
500064200,secundario
500064400,primario
500064600,primario
500064700,jardin
500064700,primario
500064900,jardin
500064900,primario
500065000,primario
500065100,jardin
500065100,primario
500065200,jardin
500065200,primario
500065300,jardin
500065300,primario
500065400,jardin
500065400,primario
500065500,primario
500065600,jardin
500065601,jardin
500065700,primario
500065900,jardin
500065900,primario
500066000,primario
500066100,secundario
500066200,jardin
500066200,primario
500066300,jardin
500066300,primario
500066400,secundario
500066600,jardin
500066600,primario
500066700,jardin
500066700,primario
500066800,jardin
500066800,primario
500066900,primario
500067000,jardin
500067000,primario
500067100,jardin
500067100,primario
500067200,jardin
500067200,primario
500067300,jardin
500067300,primario
500067400,jardin
500067400,primario
500067500,jardin
500067500,primario
500067800,jardin
500067800,primario
500067900,secundario
500068100,jardin
500068100,primario
500068200,jardin
500068200,primario
500068300,jardin
500068300,primario
500068400,secundario
500068500,jardin
500068500,primario
500068600,jardin
500068600,primario
500068700,jardin
500068700,primario
500068800,jardin
500068800,primario
500069100,primario
500069200,primario
500069300,jardin
500069300,primario
500069500,jardin
500069500,primario
500069600,primario
500069700,jardin
500069700,primario
500069800,primario
500070000,jardin
500070000,primario
500070100,jardin
500070100,primario
500070200,jardin
500070200,primario
500070300,jardin
500070300,primario
500070400,secundario
500070500,primario
500070600,primario
500070700,primario
500070800,primario
500070900,jardin
500070900,primario
500071100,jardin
500071100,primario
500071200,primario
500071500,secundario
500071600,primario
500071700,jardin
500071700,primario
500071800,primario
500072000,jardin
500072000,primario
500072400,jardin
500072400,primario
500072500,jardin
500072500,primario
500072600,jardin
500072600,primario
500072700,jardin
500072701,jardin
500072900,jardin
500072900,primario
500073000,jardin
500073000,primario
500073300,jardin
500073300,primario
500073400,jardin
500073400,primario
500073500,primario
500073700,primario
500073800,primario
500073900,secundario
500074000,secundario
500074200,secundario
500074300,jardin
500074300,primario
500074500,jardin
500074500,primario
500074600,jardin
500074600,primario
500074700,secundario
500074800,secundario
500075000,secundario
500075100,jardin
500075100,primario
500075300,secundario
500075600,secundario
500075700,jardin
500075900,secundario
500076000,secundario
500076100,secundario
500076200,jardin
500076200,primario
500076300,secundario
500076400,secundario
500076500,secundario
500076700,primario
500076800,secundario
500076900,primario
500077000,primario
500077100,jardin
500077100,primario
500077200,jardin
500077200,primario
500077400,primario
500077500,primario
500077600,jardin
500077600,primario
500077700,secundario
500078000,secundario
500078100,secundario
500078200,jardin
500078200,primario
500078300,jardin
500078300,primario
500078500,secundario
500078800,jardin
500078800,primario
500079000,jardin
500079000,primario
500079100,secundario
500079400,secundario
500079500,secundario
500079600,secundario
500079800,secundario
500080000,primario
500080001,jardin
500080001,primario
500080100,secundario
500080200,secundario
500080400,jardin
500080400,primario
500080500,jardin
500080500,primario
500080600,primario
500080700,primario
500080800,secundario
500081000,primario
500081100,secundario
500081200,jardin
500081200,primario
500081400,jardin
500081400,primario
500081500,jardin
500081500,primario
500081600,primario
500081700,primario
500081900,primario
500082000,primario
500082100,primario
500082200,secundario
500082400,primario
500082500,secundario
500082600,jardin
500082600,primario
500082700,jardin
500082800,jardin
500082800,primario
500083000,jardin
500083000,primario
500083100,jardin
500083100,primario
500083200,jardin
500083200,primario
500083300,jardin
500083300,primario
500083400,jardin
500083400,primario
500083500,jardin
500083500,primario
500083600,primario
500083800,jardin
500083800,primario
500083900,jardin
500083900,primario
500084000,primario
500084100,jardin
500084100,primario
500084200,secundario
500084400,secundario
500084500,secundario
500084600,primario
500084700,secundario
500084701,secundario
500084800,jardin
500084800,primario
500085000,primario
500085100,secundario
500085200,jardin
500085200,primario
500085400,jardin
500085600,primario
500085700,primario
500085800,secundario
500085900,secundario
500086000,primario
500086100,jardin
500086100,primario
500086200,primario
500086300,jardin
500086300,primario
500086600,jardin
500086600,primario
500086700,secundario
500086800,primario
500086900,secundario
500087000,secundario
500087100,primario
500087300,primario
500087400,jardin
500087400,primario
500087600,secundario
500087700,primario
500087800,secundario
500087900,secundario
500088100,jardin
500088100,primario
500088200,jardin
500088200,primario
500088300,secundario
500088400,primario
500088700,primario
500088900,primario
500089000,primario
500089100,jardin
500089100,primario
500089200,jardin
500089200,primario
500089300,secundario
500089400,jardin
500089401,jardin
500089500,primario
500089600,primario
500089700,jardin
500089700,primario
500089800,secundario
500089900,jardin
500089900,primario
500090000,secundario
500090100,jardin
500090100,primario
500090200,primario
500090300,primario
500090400,secundario
500090500,primario
500090600,primario
500090700,secundario
500090800,primario
500090900,primario
500091100,primario
500091200,jardin
500091200,primario
500091300,secundario
500091500,primario
500091600,jardin
500091600,primario
500091800,primario
500092000,jardin
500092001,jardin
500092100,jardin
500092100,primario
500092200,jardin
500092200,primario
500092300,jardin
500092300,primario
500092400,secundario
500092500,primario
500092700,jardin
500092700,primario
500092800,jardin
500092800,primario
500092900,jardin
500092900,primario
500093000,jardin
500093000,primario
500093100,secundario
500093200,jardin
500093200,primario
500093300,jardin
500093300,primario
500093400,jardin
500093400,primario
500093600,secundario
500093700,jardin
500093700,primario
500093800,secundario
500093900,secundario
500094000,primario
500094100,primario
500094200,primario
500094400,jardin
500094400,primario
500094600,jardin
500094600,primario
500094700,jardin
500094700,primario
500094800,jardin
500094800,primario
500094900,primario
500095000,jardin
