Cueanexo_EE,Sector_niveles
60944300,secundario
60944700,primario
60944800,primario
60944900,secundario
60945000,primario
60945100,jardin
60945200,primario
60945300,primario
60945400,primario
60945500,jardin
60945600,primario
60945700,primario
60945800,secundario
60945900,jardin
60946000,primario
60946100,primario
60946200,jardin
60946400,secundario
60946500,jardin
60946500,primario
60946600,primario
60946700,primario
60946800,jardin
60946900,primario
60947200,secundario
60947300,secundario
60947400,secundario
60947600,secundario
60947700,secundario
60947800,secundario
60948000,secundario
60948100,secundario
60948400,primario
60948500,secundario
60948501,secundario
60948600,primario
60948900,secundario
60949000,primario
60949100,jardin
60949200,secundario
60949300,jardin
60949300,primario
60949400,jardin
60949400,primario
60949500,secundario
60949600,secundario
60949700,primario
60949800,primario
60949900,primario
60950200,secundario
60950300,secundario
60950400,secundario
60950500,secundario
60950600,secundario
60950700,primario
60950800,primario
60950900,primario
60951000,jardin
60951100,primario
60951400,primario
60951500,primario
60951600,primario
60951900,jardin
60952000,primario
60952100,primario
60952200,secundario
60952300,primario
60952400,primario
60952500,jardin
60952900,jardin
60952900,primario
60953000,jardin
60953100,secundario
60953200,jardin
60953300,primario
60953600,primario
60953700,primario
60953800,secundario
60953900,secundario
60953901,secundario
60954100,primario
60954300,primario
60954400,primario
60954500,primario
60954700,primario
60954800,primario
60954900,primario
60955000,primario
60955100,primario
60955200,primario
60955300,primario
60955500,primario
60955600,jardin
60955600,primario
60955700,jardin
60955800,primario
60955900,primario
60956000,secundario
60956200,primario
60956300,primario
60956400,jardin
60956500,primario
60956600,primario
60956700,primario
60956800,secundario
60957000,primario
60957200,primario
60957300,secundario
60957400,primario
60957500,secundario
60957700,primario
60957800,primario
60957900,jardin
60958000,primario
60958100,secundario
60958200,primario
60958300,jardin
60958400,primario
60958500,primario
60958600,primario
60958700,secundario
60958800,primario
60958900,primario
60959000,primario
60959100,primario
60959200,primario
60959400,primario
60959500,secundario
60959600,secundario
60959700,secundario
60959800,primario
60959900,jardin
60960000,jardin
60960200,primario
60960300,secundario
60960500,secundario
60960600,secundario
60960900,jardin
60961000,jardin
60961100,jardin
60961300,primario
60961400,jardin
60961400,primario
60961500,primario
60961600,primario
60961700,secundario
60961800,secundario
60962000,jardin
60962200,secundario
60962300,jardin
60962400,primario
60962600,jardin
60962700,jardin
60962900,jardin
60963100,primario
60963200,primario
60963400,jardin
60963500,secundario
60963600,secundario
60963700,secundario
60963800,secundario
60963900,secundario
60964100,jardin
60964300,primario
60964400,jardin
60964500,jardin
60964600,jardin
60964700,secundario
60964701,secundario
60964702,secundario
60964800,primario
60964900,jardin
60965000,jardin
60965200,jardin
60965300,primario
60965500,jardin
60965700,primario
60965800,jardin
60965900,jardin
60966000,primario
60966100,primario
60966200,primario
60966300,primario
60966400,secundario
60966500,jardin
60966600,primario
60966700,primario
60966800,jardin
60966900,secundario
60967000,secundario
60967100,primario
60967200,primario
60967300,primario
60967400,jardin
60967500,jardin
60967700,jardin
60967800,primario
60967900,primario
60968000,secundario
60968100,jardin
60968300,primario
60968600,secundario
60968700,secundario
60968800,primario
60968900,primario
60969000,primario
60969100,primario
60969200,secundario
60969300,jardin
60969400,primario
60969500,primario
60969600,jardin
60969700,jardin
60969800,jardin
60969900,primario
60970000,jardin
60970100,primario
60970200,jardin
60970300,jardin
60970400,jardin
60970500,primario
60970800,secundario
60971100,secundario
60971200,secundario
60971400,secundario
60971500,jardin
60971600,primario
60971900,primario
60972000,jardin
60972100,jardin
60972300,primario
60972600,primario
60972700,primario
60972800,secundario
60972900,primario
60973000,secundario
60973100,primario
60973200,secundario
60973300,secundario
60973400,primario
60973500,primario
60973600,primario
60973800,secundario
60973900,jardin
60973900,primario
60974000,primario
60974100,jardin
60974200,jardin
60974300,jardin
60974400,secundario
60974500,primario
60974600,primario
60974800,jardin
60974800,primario
60975000,primario
60975100,primario
60975400,jardin
60975500,jardin
60975600,jardin
60975900,primario
60976000,primario
60976100,primario
60976200,primario
60976300,primario
60976400,secundario
60976401,secundario
60976500,secundario
60976600,primario
60976700,primario
60976800,jardin
60976900,primario
60977000,primario
60977100,primario
60977300,secundario
60977400,jardin
60977500,primario
60977600,secundario
60977700,jardin
60977800,primario
60977900,primario
60978000,primario
60978100,primario
60978200,secundario
60978300,primario
60978600,primario
60978700,primario
60978800,secundario
60978900,jardin
60979000,primario
60979100,jardin
60979200,secundario
60979300,primario
60979400,primario
60979500,secundario
60979700,secundario
60979800,primario
60979900,jardin
60980000,secundario
60980100,primario
60980200,primario
60980400,primario
60980500,primario
60980600,secundario
60980700,jardin
60980900,primario
60981000,primario
60981100,jardin
60981200,jardin
60981300,primario
60981400,secundario
60981401,secundario
60981500,secundario
60981600,primario
60981700,secundario
60981800,primario
60982000,primario
60982100,primario
60982200,primario
60982300,primario
60982500,primario
60982600,secundario
60982800,secundario
60982900,secundario
60983000,secundario
60983100,primario
60983200,primario
60983300,primario
60983400,jardin
60983500,primario
60983700,secundario
60983800,jardin
60984100,jardin
60984300,jardin
60984500,primario
60984800,primario
60984900,secundario
60985000,secundario
60985100,jardin
60985200,primario
60985400,jardin
60985500,primario
60985600,secundario
60985800,primario
60985900,primario
60986000,primario
60986100,jardin
60986300,jardin
60986400,primario
60986600,secundario
60986700,primario
60987000,secundario
60987100,jardin
60987100,primario
60987200,primario
60987300,jardin
60987600,jardin
60987700,jardin
60987800,jardin
60987800,primario
60987900,secundario
60988000,primario
60988100,jardin
60988200,jardin
60988300,primario
60988400,secundario
60988500,jardin
60988500,primario
60988600,primario
60988700,secundario
60988701,secundario
60988800,primario
60988900,primario
60989000,primario
60989100,primario
60989300,primario
60989400,secundario
60989401,secundario
60989500,secundario
60989700,jardin
60989800,primario
60989900,primario
60990000,secundario
60990100,jardin
60990200,primario
60990300,primario
60990400,secundario
60990600,primario
60990700,primario
60990800,secundario
60990900,jardin
60991000,jardin
60991100,secundario
60991200,secundario
60991300,secundario
60991400,secundario
60991500,primario
60991600,primario
60991700,primario
60991800,jardin
60991900,jardin
60992000,jardin
60992200,jardin
60992300,jardin
60992400,primario
60992500,secundario
60992600,primario
60992700,primario
60992900,primario
60993000,secundario
60993100,secundario
60993200,jardin
60993400,primario
60993500,secundario
60993600,primario
60993700,jardin
60993800,primario
60994000,primario
60994100,primario
60994200,primario
60994300,jardin
60994400,primario
60994500,secundario
60994600,jardin
60994700,jardin
60995000,jardin
60995000,primario
60995200,secundario
60995300,jardin
60995300,primario
60995400,primario
60995800,secundario
60995900,jardin
60996000,jardin
60996100,jardin
60996200,primario
60996300,secundario
60996500,primario
60996600,secundario
60996700,secundario
60996800,primario
60996900,primario
60997000,secundario
60997100,primario
60997200,primario
60997300,primario
60997400,primario
60997500,primario
60997600,primario
60997700,jardin
60997800,jardin
60997900,primario
60998100,primario
60998200,jardin
60998300,primario
60998500,secundario
60998600,primario
60998900,primario
60999000,primario
60999100,jardin
60999200,primario
60999400,primario
60999500,secundario
60999600,primario
60999700,secundario
60999900,primario
61000000,primario
61000200,secundario
61000300,primario
61000400,primario
61000700,primario
61000900,secundario
61001000,primario
61001100,primario
61001200,primario
61001300,jardin
61001400,jardin
61001500,jardin
61001600,primario
61001800,jardin
61001900,secundario
61001901,secundario
61002000,secundario
61002200,primario
61002300,primario
61002400,jardin
61002600,jardin
61002700,primario
61002800,jardin
61002900,primario
61003000,primario
61003100,jardin
61003200,jardin
61003300,primario
61003400,jardin
61003500,jardin
61003600,jardin
61003700,jardin
61003800,jardin
61003900,primario
61004100,secundario
61004200,secundario
61004300,secundario
61004400,primario
61004500,secundario
61004600,primario
61004700,primario
61004800,primario
61004900,primario
61005000,secundario
61005100,primario
61005200,primario
61005300,jardin
61005400,secundario
61005401,secundario
61005500,primario
61005600,jardin
61005700,primario
61005800,jardin
61006000,primario
61006100,secundario
61006200,primario
61006400,primario
61006600,primario
61006700,secundario
61006800,jardin
61007000,primario
61007100,primario
61007200,secundario
61007300,primario
61007500,primario
61007600,jardin
61007800,jardin
61008000,secundario
61008100,secundario
61008101,secundario
61008200,secundario
61008300,secundario
61008400,primario
61008500,primario
61008700,primario
61008800,primario
61008900,jardin
61009000,secundario
61009100,secundario
61009200,secundario
61009300,primario
61009400,secundario
61009500,secundario
61009600,secundario
61009700,secundario
61009800,secundario
61010000,jardin
61010100,jardin
61010200,secundario
61010300,primario
61010500,primario
61010600,jardin
61010700,primario
61010800,primario
61010900,secundario
61011100,primario
61011400,secundario
61011600,primario
61011800,jardin
61011900,primario
61012100,jardin
61012200,jardin
61012300,secundario
61012400,jardin
61012400,primario
61012700,primario
61012800,jardin
61013200,secundario
61013300,primario
61013400,secundario
61013600,jardin
61013600,primario
61013700,jardin
61013800,jardin
61014100,primario
61014200,primario
61014400,primario
61014500,jardin
61014600,secundario
61014700,primario
61014800,primario
61014900,jardin
61015000,primario
61015300,primario
61015400,jardin
61015500,secundario
61015501,secundario
61015600,secundario
61015700,jardin
61015700,primario
61015900,primario
61016100,primario
61016200,jardin
61016200,primario
61016300,jardin
61016400,primario
61016500,primario
61016600,primario
61016700,primario
61016900,primario
61017000,jardin
61017100,secundario
61017300,secundario
61017400,jardin
61017500,jardin
61017600,primario
61017700,secundario
61017800,primario
61017900,primario
61018000,primario
61018100,secundario
61018200,primario
61018300,primario
61018400,primario
61018500,secundario
61018501,secundario
61018600,secundario
61018700,primario
61018800,primario
61018900,secundario
61019000,secundario
61019100,primario
61019200,jardin
61019300,primario
61019400,jardin
61019500,primario
61019700,primario
61019800,secundario
61019900,primario
61020000,jardin
61020100,jardin
61020200,primario
61020300,jardin
61020500,jardin
61020600,jardin
61020700,primario
61020800,primario
61020900,primario
61021000,primario
61021100,primario
61021400,secundario
61021500,jardin
61021600,secundario
61021800,jardin
61021900,secundario
61022000,primario
61022100,primario
61022200,secundario
61022500,secundario
61022600,secundario
61022900,primario
61023000,jardin
61023100,primario
61023200,primario
61023300,primario
61023400,jardin
61023500,jardin
61023600,primario
61023700,jardin
61023800,jardin
61023900,secundario
61024000,secundario
61024200,secundario
61024500,jardin
61024600,secundario
61024800,primario
61025000,primario
61025100,primario
61025300,primario
61025400,primario
61025700,secundario
61025800,secundario
61025900,primario
61026000,jardin
61026100,jardin
61026200,primario
61026300,primario
61026500,jardin
61026700,primario
61026800,secundario
61026900,secundario
61026901,secundario
61027200,secundario
61027300,primario
61027400,secundario
61027500,secundario
61027700,primario
61027800,primario
61027900,primario
61028000,primario
61028100,primario
61028200,primario
61028300,primario
61028400,primario
61028500,primario
61028600,primario
61028700,primario
61028800,secundario
61028900,secundario
61029000,secundario
61029400,primario
61029500,primario
61029600,primario
61030000,secundario
61030100,primario
61030200,primario
61030500,primario
61030600,primario
61030700,primario
61030900,secundario
61031100,secundario
61031200,primario
61031300,primario
61031500,jardin
61031500,primario
61031600,jardin
61031700,secundario
61031800,primario
61031900,primario
61032000,primario
61032100,secundario
61032200,secundario
61032201,secundario
61032300,jardin
61032400,primario
61032500,primario
61032600,primario
61032700,secundario
61032800,primario
61032900,secundario
61033000,primario
61033100,primario
61033200,primario
61033300,secundario
61033400,secundario
61033500,jardin
61033600,jardin
61033700,jardin
61033800,secundario
61033900,primario
61034000,jardin
61034000,primario
61034100,secundario
61034101,secundario
61034200,primario
61034300,primario
61034400,primario
61034500,secundario
61034600,secundario
61034800,primario
61034900,secundario
61035000,jardin
61035100,primario
61035200,secundario
61035400,secundario
61035500,jardin
61035600,primario
61035700,primario
61035800,primario
61035900,primario
61036000,primario
61036200,secundario
61036300,jardin
61036400,secundario
61036500,primario
61036600,jardin
61036700,primario
61036800,primario
61036900,primario
61037000,secundario
61037100,secundario
61037200,primario
61037300,primario
61037400,primario
61037500,jardin
61037600,jardin
61037700,primario
61037800,primario
61038000,secundario
61038100,jardin
61038200,secundario
61038300,jardin
61038500,jardin
61038700,secundario
61038900,secundario
61039000,secundario
61039100,primario
61039200,jardin
61039300,secundario
61039400,primario
61039500,primario
61039700,primario
61039800,primario
61039900,secundario
61040000,secundario
61040001,secundario
61040100,primario
61040200,primario
61040300,primario
61040400,primario
61040500,primario
61040600,primario
61040700,jardin
61040700,primario
61041000,secundario
61041100,jardin
61041200,primario
61041300,secundario
61041400,jardin
61041500,primario
61041600,jardin
61041600,primario
61041700,primario
61041800,primario
61042000,jardin
61042100,primario
61042200,primario
61042400,primario
61042500,jardin
61042600,jardin
61042700,primario
61043000,jardin
61043100,primario
61043300,primario
61043400,primario
61043500,primario
61043600,jardin
61043600,primario
61043800,primario
61044400,primario
61044500,jardin
61044600,primario
61044700,primario
61044800,secundario
61045100,primario
61045200,primario
61045300,primario
61045500,secundario
61045700,secundario
61045800,primario
61045900,jardin
61045900,primario
61046000,jardin
61046200,primario
61046300,secundario
61046400,jardin
61046400,primario
61046500,jardin
61046800,secundario
61046900,jardin
61047000,primario
61047100,secundario
61047200,secundario
61047300,secundario
61047400,secundario
61047500,secundario
61047600,secundario
61047700,primario
61047800,primario
61047900,jardin
61048000,jardin
61048100,primario
61048200,primario
61048300,secundario
61048400,jardin
61048600,secundario
61048700,primario
61048900,primario
61049000,primario
61049100,jardin
61049200,primario
61049400,jardin
61049500,primario
61049600,secundario
61049700,jardin
61049900,primario
61050000,primario
61050100,secundario
61050200,secundario
61050300,secundario
61050500,primario
61050600,jardin
61050700,secundario
61050800,primario
61050900,jardin
61051100,primario
61051200,secundario
61051300,jardin
61051400,primario
61051500,jardin
61051600,secundario
61051700,primario
61051800,jardin
61051900,jardin
61051900,primario
61052000,secundario
61052100,primario
61052200,jardin
61052300,primario
61052400,jardin
61052500,primario
61052600,jardin
61052800,primario
61052900,jardin
61053000,primario
61053100,primario
61053200,primario
61053300,primario
61053400,secundario
61053600,primario
61053700,jardin
61053900,primario
61054000,primario
61054100,primario
61054200,secundario
61054300,primario
61054400,secundario
61054500,primario
61054600,primario
61054700,jardin
61054800,jardin
61054900,jardin
61054900,primario
61055200,secundario
61055300,jardin
61055300,primario
61055400,primario
61055500,jardin
61055600,primario
61055700,primario
61055800,jardin
61055800,primario
61055900,primario
61056000,jardin
61056100,primario
61056300,primario
61056400,jardin
61056500,jardin
61056600,primario
61056700,primario
61056800,primario
61056900,primario
61057000,primario
61057100,jardin
61057200,primario
61057300,primario
61057400,secundario
61057500,primario
61057600,primario
61057700,secundario
61057800,primario
61057900,primario
61058000,primario
61058100,primario
61058200,secundario
61058300,primario
61058400,primario
61058500,primario
61058600,primario
61058800,primario
61059000,jardin
61059100,jardin
61059300,jardin
61059400,jardin
61059600,jardin
61059800,primario
61059900,primario
61060100,primario
61060200,primario
61060300,secundario
61060400,jardin
61060400,primario
61060600,primario
61060800,jardin
61060900,primario
61061000,primario
61061100,jardin
61061200,primario
61061300,primario
61061500,primario
61061700,jardin
61061800,primario
61061900,secundario
61062000,secundario
61062100,jardin
61062200,jardin
61062300,primario
61062500,primario
61062600,primario
61062700,jardin
61062800,jardin
61062900,jardin
61062900,primario
61063000,primario
61063100,primario
61063200,jardin
61063300,secundario
61063400,primario
61063500,primario
61063600,primario
61063700,primario
61063800,jardin
61063900,jardin
61064200,primario
61064300,primario
61064400,primario
61064500,jardin
61064500,primario
61064600,jardin
61064700,primario
61064800,secundario
61064900,jardin
61065000,jardin
61065100,primario
61065200,jardin
61065300,primario
61065400,primario
61065500,primario
61065700,primario
61065800,primario
61066000,jardin
61066100,jardin
61066100,primario
61066200,jardin
61066200,primario
61066300,primario
61066400,secundario
61066600,primario
61066700,secundario
61066800,primario
61066900,jardin
61066900,primario
61067000,primario
61067100,primario
61067200,jardin
61067300,jardin
61067300,primario
61067400,primario
61067600,primario
61067700,secundario
61067701,secundario
61067800,secundario
61067900,jardin
61068000,secundario
61068100,jardin
61068100,primario
61068400,primario
61068500,primario
61068600,primario
61068700,jardin
61068800,jardin
61068900,jardin
61069200,jardin
61069400,secundario
61069401,secundario
61069500,primario
61069600,primario
61069700,primario
61069800,primario
61069900,primario
61070000,primario
61070600,primario
61070800,primario
61070900,secundario
61071100,jardin
61071200,primario
61071300,primario
61071500,jardin
61071600,jardin
61071700,primario
61071800,primario
61072200,secundario
61072300,secundario
61072400,primario
61072500,primario
61072700,primario
61073000,primario
61073300,primario
61073400,jardin
61073400,primario
61073500,primario
61073600,jardin
61073800,jardin
61073900,jardin
61074000,jardin
61074100,jardin
61074500,jardin
61074600,primario
61074700,primario
61074800,primario
61075000,primario
61075100,secundario
61075101,secundario
61075200,secundario
61075300,primario
61075400,jardin
61075500,primario
61075600,primario
61075700,primario
61075800,secundario
61075900,secundario
61076000,primario
61076200,jardin
61076400,secundario
61076500,secundario
61076600,primario
61076700,secundario
61077100,jardin
61077100,primario
61077200,secundario
61077300,secundario
61077400,secundario
61077600,primario
61077700,jardin
61077800,secundario
61077900,primario
61078000,secundario
61078100,jardin
61078100,primario
61078200,secundario
61078300,primario
61078400,primario
61078500,primario
61078600,primario
61078700,jardin
61078800,jardin
61078900,jardin
61079000,primario
61079100,secundario
61079200,primario
61079300,jardin
61079400,jardin
61079500,jardin
61079600,jardin
61079700,jardin
61079800,secundario
61079900,jardin
61080100,secundario
61080200,primario
61080300,secundario
61080600,jardin
61080700,jardin
61080900,primario
61081000,secundario
61081200,secundario
61081300,jardin
61081400,jardin
61081400,primario
61081500,primario
61081600,secundario
61081700,primario
61081800,primario
61081900,jardin
61082000,jardin
61082100,jardin
61082200,primario
61082300,primario
61082400,primario
61082500,primario
61082600,primario
61082700,primario
61082800,primario
61082900,primario
61083000,secundario
61083400,jardin
61083500,jardin
61083600,jardin
61083700,jardin
61083900,primario
61084000,primario
61084300,jardin
61084400,jardin
61084500,primario
61084800,primario
61085000,jardin
61085100,primario
61085300,jardin
61085400,jardin
61085500,jardin
61085600,primario
61085900,primario
61086100,jardin
61086500,jardin
61086600,jardin
61086700,primario
61086900,secundario
61087000,primario
61087100,primario
61087200,primario
61087300,primario
61087400,jardin
61087400,primario
61087500,primario
61087600,secundario
61087700,primario
61087800,primario
61087900,primario
61088000,primario
61088100,primario
61088200,primario
61088400,primario
61088800,jardin
61088900,jardin
61089000,secundario
61089100,primario
61089200,primario
61089300,primario
61089400,primario
61089600,primario
61089700,primario
61089900,primario
61090000,primario
61090100,primario
61090200,jardin
61090300,jardin
61090400,primario
61090500,primario
61090600,primario
61090700,secundario
61090800,jardin
61090900,jardin
61091000,primario
61091300,primario
61091500,jardin
61091500,primario
61091600,secundario
61091700,jardin
61091800,primario
61092000,jardin
61092100,jardin
61092200,secundario
61092300,primario
61092400,jardin
61092500,jardin
61092700,primario
61092800,primario
61092900,secundario
61093000,primario
61093100,primario
61093200,primario
61093300,primario
61093400,primario
61093700,primario
61093800,primario
61093900,primario
61094000,primario
61094100,primario
61094200,secundario
61094400,jardin
61094500,primario
61094600,primario
61094700,primario
61094800,jardin
61094900,primario
61095100,primario
61095300,secundario
61095400,secundario
61095500,jardin
61095600,primario
61095700,jardin
61095800,jardin
61095900,jardin
61095900,primario
61096000,jardin
61096100,primario
61096200,primario
61096300,secundario
61096400,jardin
61096400,primario
61096600,primario
61096700,secundario
61096800,jardin
61096900,primario
61097000,primario
61097100,secundario
61097200,secundario
61097300,secundario
61097400,secundario
61097500,secundario
61097600,secundario
61097700,jardin
61097800,secundario
61097900,jardin
61098000,primario
61098100,secundario
61098200,primario
61098400,primario
61098600,primario
61098700,primario
61098800,primario
61098900,primario
61099000,primario
61099100,primario
61099200,jardin
61099300,primario
61099500,jardin
61099900,secundario
61100000,primario
61100100,primario
61100200,primario
61100300,secundario
61100500,secundario
61100600,jardin
61100700,primario
61100800,primario
61100900,jardin
61101000,primario
61101100,primario
61101200,jardin
61101300,primario
61101400,primario
61101500,jardin
61101700,jardin
61101900,jardin
61102200,primario
61102300,jardin
61102400,jardin
61102500,jardin
61102700,primario
61102900,jardin
61103000,jardin
61103100,jardin
61103200,secundario
61103300,secundario
61103400,jardin
61103500,jardin
61103700,jardin
61103800,primario
61104100,secundario
61104300,jardin
61104400,jardin
61104500,primario
61104600,primario
61104700,primario
61104800,jardin
61104900,secundario
61105000,primario
61105100,primario
61105200,jardin
61105300,jardin
61105600,jardin
61105700,jardin
61105800,jardin
61105900,primario
61106000,primario
61106100,primario
61106200,primario
61106300,primario
61106400,jardin
61106500,jardin
61106600,secundario
61106700,secundario
61106800,jardin
61106900,primario
61107000,primario
61107100,secundario
61107200,primario
61107300,primario
61107400,primario
61107500,primario
61107600,primario
61107700,secundario
61107701,secundario
61107800,primario
61107900,secundario
61108000,primario
61108100,jardin
61108200,jardin
61108300,primario
61108400,primario
61108500,primario
61108600,primario
61108700,primario
61108800,primario
61108900,jardin
61109000,primario
61109100,secundario
61109200,primario
61109500,primario
61109600,primario
61109700,primario
61109800,primario
61109900,secundario
61110000,jardin
61110100,jardin
61110200,primario
61110300,secundario
61110400,jardin
61110400,primario
61110500,primario
61110600,secundario
61110700,primario
61110800,primario
61110900,jardin
61111100,jardin
61111200,secundario
61111300,primario
61111400,primario
61111600,jardin
61111700,primario
61111800,primario
61111900,primario
61112100,jardin
61112300,primario
61112500,primario
61112600,jardin
61112700,jardin
61112800,primario
61112900,primario
61113000,secundario
61113100,secundario
61113200,jardin
61113300,secundario
61113302,secundario
61113400,primario
61113600,primario
61113900,jardin
61114000,primario
61114100,primario
61114200,secundario
61114400,jardin
61114500,jardin
61114700,jardin
61114700,primario
61114800,primario
61115000,secundario
61115200,jardin
61115200,primario
61115300,secundario
61115500,primario
61115600,secundario
61115700,secundario
61115800,primario
61115900,jardin
61116000,primario
61116200,jardin
61116200,primario
61116400,jardin
61116500,primario
61116600,primario
61116700,secundario
61116800,primario
61117000,jardin
61117100,jardin
61117200,primario
61117300,primario
61117400,primario
61117500,jardin
61117600,primario
61117700,secundario
61117800,jardin
61117900,primario
61118000,primario
61118100,primario
61118200,secundario
61118400,primario
61118500,primario
61118700,jardin
61118800,jardin
61118800,primario
61119100,jardin
61119200,primario
61119300,primario
61119400,primario
61119500,secundario
61119700,secundario
61119800,jardin
61119900,primario
61120100,jardin
61120200,primario
61120300,jardin
61120400,primario
61120600,primario
61120700,secundario
61120800,jardin
61120900,primario
61121100,secundario
61121300,primario
61121400,secundario
61121500,primario
61121700,jardin
61121800,primario
61121900,primario
61122000,primario
61122100,primario
61122300,primario
61122500,primario
61122700,primario
61122800,primario
61122900,primario
61123000,primario
61123200,jardin
61123300,jardin
61123400,jardin
61123500,secundario
61123600,secundario
61123700,primario
61123900,secundario
61124000,primario
61124100,primario
61124200,jardin
61124300,primario
61124400,secundario
61124500,secundario
61124501,secundario
61124700,primario
61125000,jardin
61125100,primario
61125200,jardin
61125300,primario
61125600,jardin
61125700,jardin
61125800,primario
61125900,primario
61126000,primario
61126100,primario
61126200,secundario
61126300,jardin
61126400,secundario
61126600,secundario
61126700,primario
61126900,jardin
61127100,jardin
61127400,jardin
61127500,primario
61127700,primario
61127800,jardin
61127900,secundario
61128200,primario
61128300,secundario
61128900,primario
61129000,primario
61129200,primario
61129400,primario
61129500,primario
61129600,primario
61129700,primario
61129800,primario
61129900,secundario
61130000,secundario
61130100,secundario
61130200,secundario
61130300,secundario
61130301,secundario
61130400,primario
61130500,primario
61130700,primario
61131200,primario
61131400,jardin
61131600,jardin
61131700,jardin
61131900,jardin
61132200,jardin
61132500,primario
61132600,jardin
61132700,jardin
61132800,primario
61132900,primario
61133000,secundario
61133100,jardin
61133200,secundario
61133300,jardin
61133500,jardin
61133600,primario
61133700,primario
61133800,primario
61133900,secundario
61134000,jardin
61134100,primario
61134200,secundario
61134500,primario
61134700,primario
61134800,primario
61135000,jardin
61135100,secundario
61135200,jardin
61135300,primario
61135400,secundario
61135500,secundario
61135600,primario
61135700,jardin
61135700,primario
61135800,secundario
61135900,jardin
61136000,primario
61136200,jardin
61136400,jardin
61136500,jardin
61136600,jardin
61136600,primario
61136700,primario
61136800,jardin
61136900,primario
61137000,jardin
61137100,jardin
61137200,primario
61137300,primario
61137400,primario
61137600,primario
61137900,jardin
61138000,primario
61138100,jardin
61138200,secundario
61138300,secundario
61138400,primario
61138500,jardin
61138500,primario
61138600,primario
61138700,secundario
61139000,jardin
61139100,jardin
61139300,primario
61139400,primario
61139500,jardin
61139600,jardin
61139600,primario
61139700,secundario
61139800,jardin
61139900,primario
61140100,primario
61140200,jardin
61140300,jardin
61140400,jardin
61140500,secundario
61140800,primario
61140900,primario
61141100,primario
61141200,jardin
61141400,secundario
61141500,jardin
61141700,jardin
61141900,secundario
61142000,jardin
61142100,primario
61142200,jardin
61142300,primario
61142400,primario
61142500,primario
61142600,secundario
61142800,primario
61142900,jardin
61143100,jardin
61143200,secundario
61143300,jardin
61143300,primario
61143400,primario
61143500,jardin
61143600,secundario
61143700,primario
61143800,primario
61143900,primario
61144000,primario
61144100,secundario
61144200,primario
61144300,jardin
61144500,jardin
61144500,primario
61144700,primario
61144800,jardin
61144900,primario
61145000,primario
61145100,primario
61145200,jardin
61145200,primario
61145300,primario
61145500,primario
61145600,secundario
61145700,jardin
61145800,primario
61146000,jardin
61146100,primario
61146200,jardin
61146200,primario
61146400,jardin
61146400,primario
61146500,secundario
61146800,secundario
61146900,primario
61147000,primario
61147300,primario
61147400,jardin
61147600,primario
61147700,primario
61147800,primario
61147900,primario
61148000,primario
61148100,jardin
61148200,secundario
61148300,primario
61148400,jardin
61148600,secundario
61148700,secundario
61148702,secundario
61148800,primario
61149000,primario
61149100,secundario
61149200,secundario
61149500,primario
61149600,primario
61149800,jardin
61149900,primario
61150000,secundario
61150100,primario
61150300,primario
61150400,jardin
61150400,primario
61150600,primario
61150700,jardin
61150800,secundario
61151000,secundario
61151300,primario
61151400,primario
61151600,jardin
61151700,jardin
61151700,primario
61151800,primario
61151900,primario
61152100,secundario
61152200,jardin
61152200,primario
61152300,secundario
61152400,primario
61152600,secundario
61152700,secundario
61152800,secundario
61152900,secundario
61153000,secundario
61153100,primario
61153200,primario
61153300,jardin
61153600,secundario
61153700,jardin
61153900,secundario
61154000,primario
61154200,secundario
61154300,jardin
61154400,primario
61154500,primario
61154600,secundario
61154700,secundario
61154800,primario
61155000,jardin
61155100,primario
61155200,primario
61155300,secundario
61155400,secundario
61155500,primario
61155600,jardin
61155800,primario
61155900,jardin
61156000,primario
61156100,jardin
61156200,primario
61156300,primario
61156400,primario
61156500,primario
61156600,primario
61156700,jardin
61156800,jardin
61156900,jardin
61157000,primario
61157100,primario
61157200,primario
61157300,jardin
61157400,jardin
61157500,primario
61157800,primario
61157900,secundario
61158100,jardin
61158100,primario
61158300,jardin
61158400,jardin
61158500,primario
61158600,primario
61158700,primario
61158800,secundario
61158900,jardin
61159000,primario
61159100,primario
61159200,primario
61159300,primario
61159400,secundario
61159600,primario
61159700,primario
61159800,primario
61159900,primario
61160100,jardin
61160200,secundario
61160300,primario
61160400,primario
61160500,primario
61160600,primario
61160700,secundario
61160800,primario
61160900,secundario
61160901,secundario
61161000,primario
61161100,primario
61161300,secundario
61161400,secundario
61161500,primario
61161600,secundario
61161601,secundario
61161800,jardin
61161900,jardin
61162200,primario
61162300,primario
61162400,primario
61162500,jardin
61162700,primario
61162800,secundario
61162900,primario
61163000,secundario
61163100,primario
61163200,primario
61163300,jardin
61163400,primario
61163700,primario
61163800,primario
61163900,primario
61164000,primario
61164100,primario
61164200,primario
61164300,primario
61164400,jardin
61164500,primario
61164800,jardin
61164900,primario
61165000,jardin
61165100,secundario
61165200,jardin
61165300,primario
61165500,primario
61165600,primario
61165700,jardin
61165700,primario
61165800,primario
61165900,secundario
61166100,jardin
61166200,primario
61166300,primario
61166400,jardin
61166400,primario
61166600,secundario
61166700,jardin
61166700,primario
61166800,primario
61166900,primario
61167000,primario
61167100,primario
61167300,jardin
61167400,jardin
61167500,primario
61167600,secundario
61167700,secundario
61167800,jardin
61167800,primario
61167900,secundario
61168000,secundario
